ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;ESTU_ESTUDIANTE;ESTU_PAIS_RESIDE;ESTU_DEPTO_RESIDE;ESTU_MCPIO_RESIDE;ESTU_ESTADOCIVIL;ESTU_TITULOOBTENIDOBACHILLER;ESTU_ANO_EXAMENESTADO_SB11;ESTU_SEMESTRE_EXAMENESTADOSB11;ESTU_PORCENTAJECREDITOSAPROB;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_TOMO_CURSOPREPARACION;ESTU_SIMULACROTIPOICFES;ESTU_ACTIVIDADREFUERZOAREAS;ESTU_ACTIVIDADREFUERZOGENERIC;ESTU_SEMESTRECURSA;FAMI_HOGARACTUAL;FAMI_CABEZAFAMILIA;FAMI_NUMPERSONASACARGO;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_OCUPACIONPADRE;FAMI_OCUPACIONMADRE;FAMI_ESTRATOVIVIENDA;FAMI_NIVEL_SISBEN;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_PISOS_HOGAR;FAMI_TIENEINTERNET;FAMI_TIENE_SERVICIOTV;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENE_MICROONDAS;FAMI_TIENE_HORNO;FAMI_TIENEAUTOMOVIL;FAMI_TIENE_DVD;FAMI_TIENE_NEVERA;FAMI_TIENE_CELULAR;FAMI_TELEFONO;FAMI_INGRESO_FMILIAR_MENSUAL;ESTU_TRABAJA_ACTUALMENTE;INST_NOMBRE_INSTITUCION;ESTU_PRGM_ACADEMICO;GRUPOREFERENCIA;ESTU_PRGM_MUNICIPIO;ESTU_PRGM_DEPARTAMENTO;ESTU_NIVEL_PRGM_ACADEMICO;ESTU_METODO_PRGM;ESTU_NUCLEO_PREGRADO;ESTU_INST_MUNICIPIO;ESTU_INST_DEPARTAMENTO;INST_CARACTER_ACADEMICO;INST_ORIGEN;ESTU_MCPIO_PRESENTACION;ESTU_DEPTO_PRESENTACION;ESTU_COD_DEPTO_PRESENTACION;MOD_RAZONA_CUANTITAT_PUNT;MOD_RAZONA_CUANTITATIVO_PNAL;MOD_RAZONA_CUANTITATIVO_PGREF;MOD_LECTURA_CRITICA_PUNT;MOD_LECTURA_CRITICA_PNAL;MOD_LECTURA_CRITICA_PGREF;MOD_COMPETEN_CIUDADA_PUNT;MOD_COMPETEN_CIUDADA_PNAL;MOD_COMPETEN_CIUDADA_PGREF;MOD_INGLES_PUNT;MOD_INGLES_DESEM;MOD_INGLES_PNAL;MOD_INGLES_PGREF;MOD_COMUNI_ESCRITA_PUNT;MOD_COMUNI_ESCRITA_DESEM;MOD_COMUNI_ESCRITA_PNAL;MOD_COMUNI_ESCRITA_PGREF;PUNT_GLOBAL;PERCENTIL_GLOBAL;ESTU_INSE_INDIVIDUAL
COLOMBIA;F;07/09/1975;ESTUDIANTE;COLOMBIA;CASANARE;YOPAL;Soltero;Bachiller acadÇmico;2008;Primer semestre;M†s del 90%;No pag¢ matr°cula;No;No;No;No;4;Es habitual o permanente;Si;Tres;Primaria completa;Primaria completa;Peque§o empresario;Hogar;Estrato 1;Nivel 1;Cuatro;Tres;Cemento, gravilla, ladrillo;No;No;Si;No;No;No;No;No;Si;Si;Si;Menos de 1 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N DEL TALENTO HUMANO;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;YOPAL;CASANARE;TECNOLOG÷A;DISTANCIA;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;YOPAL;CASANARE;85;53;1;1;68;6;5;93;36;34;94;A1;43;44;67;1;7;6;75;4;39.235966
COLOMBIA;M;22/01/1986;ESTUDIANTE;COLOMBIA;ANTIOQUIA;SABANETA;Uni¢n libre;Bachiller acadÇmico;2004;Segundo semestre;M†s del 90%;Entre 3 millones y menos de 5 millones;No;No;No;No;7;Es habitual o permanente;Si;Tres;Primaria incompleta;Primaria incompleta;Peque§o empresario;Hogar;Estrato 4;No est† clasificada por el SISBEN;Tres;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Entre 1 y menos de 2 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;FUNDACION UNIVERSITARIA AUTONOMA DE LAS AMERICAS-MEDELLIN;TECNOLOGIA EN ADMINISTRACION DE NEGOCIOS INTERNACIONALES;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;MEDELL÷N;ANTIOQUIA;TECNOLOG÷A;PRESENCIAL;ADMINISTRACION;MEDELL÷N;ANTIOQUIA;INSTITUCI‡N UNIVERSITARIA;NO OFICIAL - FUNDACI‡N;MEDELL÷N;ANTIOQUIA;5;136;97;98;121;85;86;128;93;93;114;A2;77;79;113;3;73;71;122;93;59.692772
COLOMBIA;F;24/09/1989;ESTUDIANTE;COLOMBIA;CASANARE;PAZ DE ARIPORO;Uni¢n libre;Bachiller acadÇmico;2012;Segundo semestre;M†s del 90%;Entre 500 mil y menos de 1 mill¢n;No;No;No;No;3;Es habitual o permanente;No;Una;Primaria completa;Primaria completa;Trabajador por cuenta propia;Hogar;Estrato 1;Nivel 1;Tres;Dos;Cemento, gravilla, ladrillo;Si;Si;Si;Si;No;No;No;Si;Si;Si;No;Entre 1 y menos de 2 SMLV;No;CORPORACION UNIVERSITARIA REMINGTON-MEDELLIN;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;TECNICO EN ADMINISTRACI‡N Y TURISMO;MEDELL÷N;ANTIOQUIA;TêCNICO PROFESIONAL;DISTANCIA;ADMINISTRACION;MEDELL÷N;ANTIOQUIA;INSTITUCI‡N UNIVERSITARIA;NO OFICIAL - CORPORACI‡N;YOPAL;CASANARE;85;113;73;75;89;30;29;80;17;16;75;-A1;10;12;112;3;70;68;94;36;48.886768
COLOMBIA;F;07/09/1990;ESTUDIANTE;COLOMBIA;ATLANTICO;BARRANQUILLA;Uni¢n libre;Bachiller acadÇmico;2007;Segundo semestre;Entre el 81% y el 90%;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;Si;Dos;Secundaria (Bachillerato) incompleta;TÇcnica o tecnol¢gica completa;Trabajador por cuenta propia;Empleado de nivel tÇcnico o profesional;Estrato 3;Nivel 1;Seis;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;No;Si;No;Si;Si;Si;Si;Entre 1 y menos de 2 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOGIA EN NEGOCIACI‡N INTERNACIONAL;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BARRANQUILLA;ATLANTICO;TECNOLOG÷A;DISTANCIA;ECONOMIA;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BARRANQUILLA;ATLANTICO;8;79;16;17;80;16;16;101;51;49;69;-A1;2;2;96;2;41;38;85;16;58.727493
COLOMBIA;M;23/03/1995;ESTUDIANTE;COLOMBIA;CUNDINAMARCA;SOACHA;Soltero;Bachiller tÇcnico;2012;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;5;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 3;No est† clasificada por el SISBEN;Tres;Dos;M†rmol, madera pulida, alfombra, tapete pared a pared;Si;No;Si;Si;Si;Si;No;Si;Si;Si;No;Entre 2 y menos de 3 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N EMPRESARIAL;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;PRESENCIAL;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BOGOTµ, D.C.;BOGOTA;11;79;16;17;91;33;33;106;60;59;78;-A1;14;14;113;3;73;71;93;33;52.307491
COLOMBIA;M;14/02/1990;ESTUDIANTE;COLOMBIA;ATLANTICO;SOLEDAD;Soltero;Bachiller acadÇmico;2005;Segundo semestre;Menos del 75%;Entre 1 mill¢n y menos de 3 millones;No;No;No;No;6;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Peque§o empresario;Trabajador por cuenta propia;Estrato 1;Nivel 1;Cuatro;Tres;Madera pulida, baldosa, tableta, m†rmol, alfombra;No;No;No;Si;No;Si;No;Si;Si;Si;Si;Entre 3 y menos de 5 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;CORPORACION POLITECNICO DE LA COSTA ATLANTICA-BARRANQUILLA;TECNOLOGIA  EN PROCESOS INDUSTRIALES;TECNOLOGICO EN INGENIER÷A, INDUSTRIA Y MINAS;BARRANQUILLA;ATLANTICO;TECNOLOG÷A;PRESENCIAL;INGENIERIA INDUSTRIAL Y AFINES;BARRANQUILLA;ATLANTICO;INSTITUCI‡N TECNOL‡GICA;NO OFICIAL - CORPORACI‡N;BARRANQUILLA;ATLANTICO;8;135;97;94;124;88;87;101;51;51;117;A2;81;79;71;1;8;10;110;76;44.19833
COLOMBIA;M;25/02/1997;ESTUDIANTE;COLOMBIA;TOLIMA;IBAGUê;Soltero;Bachiller acadÇmico;2014;Segundo semestre;Entre el 81% y el 90%;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;No;Ninguna;TÇcnica o tecnol¢gica completa;Secundaria (Bachillerato) completa;Directivo;Empleado obrero u operario;Estrato 2;Nivel 2;Dos;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;No;Si;No;Si;Si;Si;Si;Menos de 1 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOGIA EN PRODUCCION AGRICOLA;TECNOLOGICO EN CIENCIAS AGROPECUARIAS;ESPINAL;TOLIMA;TECNOLOG÷A;DISTANCIA;AGRONOMIA;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;IBAGUê;TOLIMA;73;89;30;42;71;7;12;75;12;16;100;A1;55;71;75;1;12;20;82;11;59.903671
COLOMBIA;M;06/03/1996;ESTUDIANTE;COLOMBIA;ATLANTICO;BARRANQUILLA;Soltero;Bachiller acadÇmico;2012;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;3;Es temporal por razones de estudio u otra raz¢n;No;Ninguna;Primaria completa;Primaria completa;Empresario;Empleado obrero u operario;Estrato 1;Nivel 1;Cinco;Tres;Madera burda, tabla, tabl¢n;No;No;Si;Si;No;No;No;No;Si;Si;No;Menos de 1 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACION;TECNOLOGICO EN TIC;BARRANQUILLA;ATLANTICO;TECNOLOG÷A;DISTANCIA;INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BARRANQUILLA;ATLANTICO;8;98;46;38;110;69;64;76;13;13;104;A2;63;49;95;2;38;42;97;44;40.106121
COLOMBIA;F;19/12/1995;ESTUDIANTE;COLOMBIA;CUNDINAMARCA;SOACHA;Soltero;Bachiller acadÇmico;2012;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;2;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Trabajador por cuenta propia;Hogar;Estrato 1;Nivel 1;Cinco;Cuatro;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;No;No;No;Si;Si;Si;No;Entre 2 y menos de 3 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N ADMINISTRATIVA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;SOACHA;CUNDINAMARCA;TECNOLOG÷A;DISTANCIA;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;SOACHA;CUNDINAMARCA;25;108;65;68;70;7;6;90;31;29;112;A2;75;76;103;2;50;48;97;44;52.943363
COLOMBIA;F;07/12/1992;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Soltero;Bachiller acadÇmico;2008;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;No;Ninguna;Primaria incompleta;Primaria incompleta;Trabajador por cuenta propia;Hogar;Estrato 3;Nivel 2;Tres;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;No;Si;Si;No;No;No;No;Si;Si;Si;Entre 1 y menos de 2 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN SALUD OCUPACIONAL;TECNOLOGICO EN SALUD;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;PRESENCIAL;SALUD PUBLICA;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BOGOTµ, D.C.;BOGOTA;11;86;26;33;115;77;80;107;62;64;95;A1;45;55;70;1;8;6;95;38;48.271553
COLOMBIA;F;22/10/1983;ESTUDIANTE;COLOMBIA;SANTANDER;BUCARAMANGA;Soltero;Bachiller acadÇmico;2001;Segundo semestre;M†s del 90%;Entre 500 mil y menos de 1 mill¢n;No;No;No;No;6;Es habitual o permanente;No;Dos;Primaria incompleta;Primaria incompleta;Trabajador por cuenta propia;Hogar;Estrato 3;Nivel 1;Cuatro;Tres;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;No;Si;Si;No;No;Si;No;Si;Si;Si;Entre 3 y menos de 5 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;UNIDADES TECNOLOGICAS DE SANTANDER-BUCARAMANGA;TECNOLOGIA EN MERCADEO;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BUCARAMANGA;SANTANDER;TECNOLOG÷A;PRESENCIAL;ADMINISTRACION;BUCARAMANGA;SANTANDER;INSTITUCI‡N TECNOL‡GICA;OFICIAL DEPARTAMENTAL;BUCARAMANGA;SANTANDER;68;106;61;64;118;82;83;105;58;57;72;-A1;6;6;124;4;91;90;105;65;51.985905
COLOMBIA;F;11/10/1996;ESTUDIANTE;COLOMBIA;CORDOBA;MONTER÷A;Soltero;Bachiller acadÇmico;2013;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;No;Ninguna;Primaria completa;TÇcnica o tecnol¢gica completa;Peque§o empresario;Directivo;Estrato 2;Nivel 1;Cuatro;Tres;Cemento, gravilla, ladrillo;Si;Si;Si;Si;No;No;Si;No;Si;Si;No;Entre 2 y menos de 3 SMLV;Si, pr†ctica obligatoria del programa de estudios;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN DIRECCI‡N DE VENTAS;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;MONTER÷A;CORDOBA;TECNOLOG÷A;PRESENCIAL;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;MONTER÷A;CORDOBA;23;111;70;73;103;57;57;115;76;76;109;A2;71;72;109;3;65;63;109;74;50.671944
COLOMBIA;F;21/05/1996;ESTUDIANTE;COLOMBIA;VALLE;CALI;Soltero;Bachiller tÇcnico;2013;Primer semestre;Entre el 81% y el 90%;Entre 1 mill¢n y menos de 3 millones;No;No;No;No;6;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) incompleta;Primaria completa;Empleado obrero u operario;Hogar;Estrato 3;No est† clasificada por el SISBEN;Cinco;Tres;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;No;Si;No;Si;Si;Si;Si;Entre 3 y menos de 5 SMLV;Si, pr†ctica obligatoria del programa de estudios;FUNDACION CENTRO COLOMBIANO DE ESTUDIOS PROFESIONALES, -F.C.E.C.E.P.-CALI;TECNOLOGIA INDUSTRIAL;TECNOLOGICO EN INGENIER÷A, INDUSTRIA Y MINAS;CALI;VALLE;TECNOLOG÷A;PRESENCIAL;INGENIERIA INDUSTRIAL Y AFINES;CALI;VALLE;INSTITUCI‡N TECNOL‡GICA;NO OFICIAL - FUNDACI‡N;CALI;VALLE;76;105;59;51;105;60;59;91;32;33;81;-A1;19;18;93;2;32;36;95;38;57.925079
COLOMBIA;M;26/11/1991;ESTUDIANTE;COLOMBIA;VALLE;TULUµ;Soltero;Bachiller tÇcnico;2013;Primer semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;Si;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Peque§o empresario;Empleado obrero u operario;Estrato 2;Nivel 2;Cuatro;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;No;No;No;No;No;No;Si;Si;Si;Menos de 1 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOGIA EN NEGOCIACI‡N INTERNACIONAL;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;TULUµ;VALLE;TECNOLOG÷A;DISTANCIA;ECONOMIA;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;TULUµ;VALLE;76;57;2;2;92;35;35;64;5;4;71;-A1;4;4;109;3;65;63;79;8;46.501343
COLOMBIA;F;02/07/1990;ESTUDIANTE;COLOMBIA;CUNDINAMARCA;SOACHA;Soltero;Bachiller tÇcnico;2006;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;4;Es habitual o permanente;Si;Una;Primaria incompleta;Secundaria (Bachillerato) completa;Empleado obrero u operario;Hogar;Estrato 1;Nivel 1;Cuatro;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;No;No;No;Si;Si;Si;Si;Entre 1 y menos de 2 SMLV;Si, pr†ctica obligatoria del programa de estudios;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N ADMINISTRATIVA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;SOACHA;CUNDINAMARCA;TECNOLOG÷A;DISTANCIA;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;SOACHA;CUNDINAMARCA;25;97;44;47;68;6;5;66;6;5;113;A2;76;78;130;4;96;95;95;38;56.234394
COLOMBIA;F;01/12/1995;ESTUDIANTE;COLOMBIA;ANTIOQUIA;APARTAD‡;Soltero;Bachiller acadÇmico;2012;Segundo semestre;M†s del 90%;No pag¢ matr°cula;No;No;No;No;4;Es temporal por razones de estudio u otra raz¢n;Si;Una;Primaria completa;Primaria completa;Hogar;Hogar;Estrato 2;Nivel 2;Dos;Dos;Cemento, gravilla, ladrillo;No;Si;No;No;No;Si;No;Si;Si;Si;No;Entre 1 y menos de 2 SMLV;Si, para adquirir experiencia y/o recursos para sus gastos personales;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN ACTIVIDAD F÷SICA;RECREACI‡N Y DEPORTES TYT;APARTAD‡;ANTIOQUIA;TECNOLOG÷A;DISTANCIA;SIN CLASIFICAR;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;APARTAD‡;ANTIOQUIA;5;99;48;48;93;37;41;83;20;24;89;A1;33;34;84;2;21;22;90;26;35.969109
COLOMBIA;M;18/04/1993;ESTUDIANTE;COLOMBIA;VALLE;CALI;Soltero;Bachiller tÇcnico;2012;Primer semestre;M†s del 90%;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Empleado obrero u operario;Hogar;Estrato 2;Nivel 2;Cuatro;Tres;Cemento, gravilla, ladrillo;No;Si;No;Si;No;No;No;No;Si;Si;No;Entre 1 y menos de 2 SMLV;Si, pr†ctica obligatoria del programa de estudios;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN MANTENIMIENTO ELECTR‡NICO E INSTRUMENTAL INDUSTRIAL;TECNOLOGICO EN INGENIER÷A, INDUSTRIA Y MINAS;CALI;VALLE;TECNOLOG÷A;DISTANCIA;INGENIERIA MECANICA Y AFINES;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;CALI;VALLE;76;104;57;49;116;79;77;120;84;83;108;A2;69;67;53;1;2;3;100;52;38.113026
COLOMBIA;M;11/05/1997;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Soltero;Bachiller acadÇmico;2014;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;No;Ninguna;TÇcnica o tecnol¢gica completa;TÇcnica o tecnol¢gica completa;Trabajador por cuenta propia;Hogar;Estrato 3;Nivel 3;Cuatro;Cuatro;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;No;Si;Si;Si;No;No;Si;Si;Si;Si;Entre 1 y menos de 2 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN DISE•O DE ELEMENTOS MECµNICOS PARA SU FABRICACI‡N CON MµQUINAS HERRAMIENTAS CNC;TECNOLOGICO EN INGENIER÷A, INDUSTRIA Y MINAS;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;DISTANCIA;SIN CLASIFICAR;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BOGOTµ, D.C.;BOGOTA;11;128;92;88;97;45;44;121;85;84;94;A1;43;42;123;4;90;90;113;82;56.797977
COLOMBIA;M;02/09/1996;ESTUDIANTE;COLOMBIA;BOYACA;SOGAMOSO;Soltero;Bachiller tÇcnico;2013;Segundo semestre;Entre el 81% y el 90%;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;No;Ninguna;Primaria completa;Primaria completa;Empleado obrero u operario;Trabajador por cuenta propia;Estrato 1;Nivel 1;Seis;Tres;Cemento, gravilla, ladrillo;No;Si;No;No;No;No;No;Si;Si;Si;No;Menos de 1 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN MANTENIMIENTO MECµNICO INDUSTRIAL;TECNOLOGICO EN INGENIER÷A, INDUSTRIA Y MINAS;SOGAMOSO;BOYACA;TECNOLOG÷A;DISTANCIA;INGENIERIA MECANICA Y AFINES;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;SOGAMOSO;BOYACA;15;119;82;75;86;25;24;90;31;31;77;-A1;13;12;104;3;53;57;95;38;36.233273
COLOMBIA;M;09/09/1979;ESTUDIANTE;COLOMBIA;VALLE;PALMIRA;Soltero;Bachiller acadÇmico;1996;Primer semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;Si;Si;No;No;4;Es habitual o permanente;Si;Una;Secundaria (Bachillerato) incompleta;Primaria completa;Empleado obrero u operario;Hogar;Estrato 2;No est† clasificada por el SISBEN;Una;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;No;Entre 1 y menos de 2 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N ADMINISTRATIVA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;PALMIRA;VALLE;TECNOLOG÷A;DISTANCIA;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;PALMIRA;VALLE;76;133;96;97;112;73;73;119;83;83;99;A1;53;55;95;2;38;35;112;80;51.611977
COLOMBIA;F;06/07/1989;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Soltero;Bachiller acadÇmico;2013;Primer semestre;Entre el 76% y el 80%;Menos de 500 mil;No;No;No;No;6;Es habitual o permanente;No;Ninguna;TÇcnica o tecnol¢gica completa;TÇcnica o tecnol¢gica incompleta;Pensionado;Hogar;Estrato 3;No est† clasificada por el SISBEN;Cinco;Cuatro;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Entre 3 y menos de 5 SMLV;No;UNIVERSIDAD DISTRITALFRANCISCO JOSE DE CALDAS-BOGOTµ D.C.;TECNOLOGIA EN CONSTRUCCIONES CIVILES;TECNOLOGICO EN INGENIER÷A, INDUSTRIA Y MINAS;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;PRESENCIAL;INGENIERIA CIVIL Y AFINES;BOGOTµ, D.C.;BOGOTA;UNIVERSIDAD;OFICIAL MUNICIPAL;BOGOTµ, D.C.;BOGOTA;11;108;65;56;141;98;98;148;100;100;107;A2;68;66;115;3;78;79;124;95;61.52972
COLOMBIA;F;20/08/1996;ESTUDIANTE;COLOMBIA;META;VILLAVICENCIO;Soltero;Bachiller acadÇmico;2013;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;No;Ninguna;Primaria completa;Secundaria (Bachillerato) incompleta;Empleado obrero u operario;Hogar;Estrato 2;Nivel 1;Cinco;Tres;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;No;Si;No;No;No;No;No;Si;Si;No;Entre 1 y menos de 2 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N ADMINISTRATIVA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;VILLAVICENCIO;META;TECNOLOG÷A;DISTANCIA;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;VILLAVICENCIO;META;50;93;37;39;119;83;84;115;76;76;89;A1;33;34;36;1;1;1;90;26;44.41481
COLOMBIA;F;06/12/1991;ESTUDIANTE;COLOMBIA;SANTANDER;ENCINO;Uni¢n libre;Bachiller acadÇmico;2008;Segundo semestre;Entre el 81% y el 90%;Entre 500 mil y menos de 1 mill¢n;No;No;No;No;6;Es habitual o permanente;No;Una;Primaria incompleta;Primaria incompleta;Trabajador por cuenta propia;Hogar;Estrato 1;Nivel 1;Tres;Dos;Cemento, gravilla, ladrillo;No;Si;No;Si;No;No;No;Si;Si;Si;No;Entre 1 y menos de 2 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -UDI-BUCARAMANGA;TECNOLOGIA CONTABLE Y TRIBUTARIA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BUCARAMANGA;SANTANDER;TECNOLOG÷A;DISTANCIA;CONTADURIA PUBLICA;BUCARAMANGA;SANTANDER;INSTITUCI‡N UNIVERSITARIA;NO OFICIAL - CORPORACI‡N;SAN GIL;SANTANDER;68;120;83;86;142;99;99;122;87;87;79;-A1;16;16;118;3;82;80;116;86;38.151978
